"Attrition","Business_Travel","Age_Band","Attrition_Label","Department","Education_Field","emp_no","Gender","Job_Role","Marital_Status","Over_Time","Training_Times_Last_Year","Age","CF_current_Employee","Daily_Rate","Distance_From_Home","Education","Environment_Satisfaction","Hourly_Rate","Job_Involvement","Job_Level","Job_Satisfaction","Monthly_Income","Monthly_Rate","Num_Companies_Worked","Percent_Salary_Hike","Performance_Rating","Relationship_Satisfaction","Standard_Hours","Stock_Option_Level","Total_Working_Years","Work_Life_Balance","Years_At_Company","Years_In_Current_Role","Years_Since_Last_Promotion","Years_With_Curr_Manager"
"No","Travel_Rarely","35 - 44","Current Employees","R&D","Medical","STAFF-14","Male","Laboratory Technician","Married","No",1.70691880867525,-0.210589038980969,0.438273150013633,0.0161440862552974,0.839718370427882,"Bachelor's Degree",-1.57515023520708,0.890769966526898,1.7849035740229,-0.961159299845294,-0.660628362688892,-0.865966167564148,0.304293580227375,-1.07813753768159,-0.603705303382279,-0.426085014183104,0.26614200609115,NA,0.241905988906063,-0.67854260110508,0.337981145513064,-0.327781771126538,-0.0632743665189886,-0.67891464284095,-0.314766369263561
"No","Travel_Rarely","25 - 34","Current Employees","R&D","Life Sciences","STAFF-15","Female","Laboratory Technician","Single","Yes",0.155654110837465,-0.867376635802802,0.438273150013633,-1.60959372261149,0.716366116552696,"Associates Degree",1.16938257287795,-0.830872211452399,-1.02581764056056,-0.0577678863078374,0.246116448844881,-0.490644115683023,-0.229158813044367,-1.07813753768159,-0.876933996723397,-0.426085014183104,1.19103266555685,NA,-0.931697323608499,-0.164455435211784,0.337981145513064,0.325116878678354,0.212729546783425,-0.67891464284095,1.08652546240644
"No","Travel_Rarely","25 - 34","Current Employees","R&D","Life Sciences","STAFF-16","Male","Research Scientist","Divorced","No",-1.39561058700032,-0.648447436862191,0.438273150013633,-0.328333894586902,2.07324090917974,"High School",-1.57515023520708,-1.71628818869889,0.379542966731168,-0.961159299845294,0.246116448844881,-0.762949079187043,0.120388080413651,-0.67781872475107,0.489209469982192,-0.426085014183104,1.19103266555685,NA,0.241905988906063,-0.807064392578404,-1.07749544680661,-0.327781771126538,-0.615282193123816,0.562384517577205,-0.314766369263561
"No","Travel_Rarely","25 - 34","Current Employees","R&D","Medical","STAFF-18","Male","Laboratory Technician","Divorced","No",-0.619978238081428,-0.320053638451274,0.438273150013633,1.34696909137948,1.20977513205344,"Associates Degree",-0.660305965845401,1.33347795515015,0.379542966731168,-0.961159299845294,1.15286126037865,-0.816050671134004,-0.780453833112398,-1.07813753768159,-1.15016269006451,-0.426085014183104,0.26614200609115,NA,0.241905988906063,-1.06410797552505,0.337981145513064,-0.817455758480207,-0.615282193123816,-0.368589852736411,-0.59502473559756
"Yes","Travel_Rarely","25 - 34","Ex-Employees","R&D","Life Sciences","STAFF-19","Male","Laboratory Technician","Single","Yes",0.931286459756357,-0.976841235273107,-2.28012993234941,-1.73350666536048,1.82653640142937,"Bachelor's Degree",0.254538303516276,-0.781682434938705,-1.02581764056056,-0.961159299845294,0.246116448844881,-0.950503901943711,-0.191928135083605,0.923456526971023,-0.330476610041161,-0.426085014183104,-0.658748653374549,NA,-0.931697323608499,-0.67854260110508,0.337981145513064,-0.491006433577761,-0.615282193123816,-0.67891464284095,-0.314766369263561
"No","Travel_Rarely","25 - 34","Current Employees","R&D","Life Sciences","STAFF-20","Female","Manufacturing Director","Divorced","No",-1.39561058700032,-0.867376635802802,0.438273150013633,1.45353422214361,1.45647963980381,"Master's Degree",-0.660305965845401,-0.73249265842501,1.7849035740229,0.84562352722962,-1.56737317422267,0.738551534705245,-0.578565213378004,-0.67781872475107,-1.15016269006451,-0.426085014183104,0.26614200609115,NA,0.241905988906063,-0.164455435211784,0.337981145513064,0.488341541129578,1.31674519999308,1.80368367799536,1.08652546240644
"No","Travel_Rarely","25 - 34","Current Employees","R&D","Life Sciences","STAFF-21","Male","Research Scientist","Divorced","Yes",1.70691880867525,-0.538982837391885,0.438273150013633,-1.16102886986013,-0.517156422199164,"Associates Degree",-1.57515023520708,0.694010860472121,1.7849035740229,-0.961159299845294,-0.660628362688892,-0.680747814853146,0.103950384861164,-1.07813753768159,-0.876933996723397,-0.426085014183104,1.19103266555685,NA,1.41550930142062,-0.550020809631756,-1.07749544680661,-0.164557108675315,-0.615282193123816,-0.67891464284095,0.245750363404439
"No","Non-Travel","Under 25","Current Employees","R&D","Medical","STAFF-22","Male","Laboratory Technician","Divorced","Yes",-0.619978238081428,-1.63362883209494,0.438273150013633,0.794317366718972,0.839718370427882,"Associates Degree",1.16938257287795,1.48104728469123,1.7849035740229,-0.961159299845294,1.15286126037865,-0.757851326360134,-0.981920973473651,-0.67781872475107,-0.603705303382279,-0.426085014183104,-0.658748653374549,NA,1.41550930142062,-1.3211515584717,-1.07749544680661,-0.98068042093143,-1.16729001972864,-0.67891464284095,-1.15554146826556
"No","Travel_Rarely","45 - 54","Current Employees","Sales","Life Sciences","STAFF-23","Female","Manager","Married","No",0.155654110837465,1.75977375148453,0.438273150013633,1.03223021679704,-0.887213183824723,"Master's Degree",-1.57515023520708,0.595631307444733,-1.02581764056056,1.74901494076708,1.15286126037865,1.89552902004565,1.08290647554262,-0.277499911820546,0.215980776641074,-0.426085014183104,0.26614200609115,NA,-0.931697323608499,2.53450218572802,0.337981145513064,2.93671147789792,1.04074128669067,0.252059727472666,0.806267096072439
"No","Travel_Rarely","35 - 44","Current Employees","R&D","Life Sciences","STAFF-24","Male","Research Scientist","Single","Yes",0.155654110837465,0.117804759429948,0.438273150013633,-1.06933329222588,-0.887213183824723,"Bachelor's Degree",1.16938257287795,-1.02763131750718,0.379542966731168,-0.961159299845294,1.15286126037865,-0.543533301262197,-1.40592922285319,0.923456526971023,-1.15016269006451,-0.426085014183104,0.26614200609115,NA,-0.931697323608499,-0.67854260110508,0.337981145513064,-0.654231096028984,-0.615282193123816,-0.368589852736411,-0.59502473559756
"No","Non-Travel","Under 25","Current Employees","R&D","Other","STAFF-26","Female","Manufacturing Director","Divorced","No",1.70691880867525,-1.41469963315433,0.438273150013633,-0.320899118021963,0.222957101051952,"Associates Degree",-1.57515023520708,1.48104728469123,1.7849035740229,-0.0577678863078374,0.246116448844881,-0.529302074620411,-0.8543532165364,-1.07813753768159,0.76243816332331,-0.426085014183104,1.19103266555685,NA,0.241905988906063,-0.807064392578404,-1.07749544680661,-0.491006433577761,-0.615282193123816,-0.368589852736411,-0.314766369263561
"Yes","Travel_Rarely","35 - 44","Ex-Employees","Sales","Life Sciences","STAFF-27","Male","Sales Representative","Single","No",0.931286459756357,-0.101124439510663,-2.28012993234941,1.02975195794206,-0.0237474066984201,"Master's Degree",0.254538303516276,0.792390413499509,-1.02581764056056,-0.961159299845294,-1.56737317422267,-0.657595520764271,-1.02940764951417,1.72409415283207,2.1285816300289,2.34535290992823,-0.658748653374549,NA,-0.931697323608499,-0.164455435211784,0.337981145513064,-0.327781771126538,-0.339278279821402,-0.67891464284095,-0.314766369263561
"No","Travel_Rarely","25 - 34","Current Employees","R&D","Life Sciences","STAFF-28","Female","Research Director","Single","No",0.931286459756357,-0.320053638451274,0.438273150013633,-0.950376867186846,-0.270451914448792,"Master's Degree",-1.57515023520708,-0.634113105397622,0.379542966731168,0.84562352722962,-0.660628362688892,1.16633795942997,0.980627480993813,-1.07813753768159,-1.15016269006451,-0.426085014183104,0.26614200609115,NA,-0.931697323608499,0.221109939208188,0.337981145513064,0.814790866032024,0.488733460085839,-0.0582650626318726,1.92730056140844
"No","Travel_Rarely","Under 25","Current Employees","R&D","Life Sciences","STAFF-30","Male","Research Scientist","Single","No",2.48255115759414,-1.74309343156525,0.438273150013633,-1.01976811512628,0.716366116552696,"Associates Degree",0.254538303516276,1.48104728469123,0.379542966731168,-0.961159299845294,1.15286126037865,-1.11957937070284,0.697955314740786,-0.67781872475107,-0.330476610041161,-0.426085014183104,1.19103266555685,NA,-0.931697323608499,-1.44967334994502,0.337981145513064,-1.14390508338265,-1.16729001972864,-0.67891464284095,-1.15554146826556
"Yes","Travel_Rarely","25 - 34","Ex-Employees","R&D","Medical","STAFF-31","Male","Research Scientist","Single","No",-0.619978238081428,-0.320053638451274,-2.28012993234941,-0.256464387792487,-0.393804168323978,"High School",-0.660305965845401,0.841580190013203,0.379542966731168,-0.961159299845294,-1.56737317422267,-0.752541167165438,0.39182079671626,-0.277499911820546,-1.15016269006451,-0.426085014183104,0.26614200609115,NA,-0.931697323608499,-0.421499018158432,0.337981145513064,-0.491006433577761,-0.615282193123816,-0.368589852736411,-0.314766369263561
"No","Travel_Rarely","45 - 54","Current Employees","R&D","Other","STAFF-32","Female","Manager","Divorced","No",0.155654110837465,1.75977375148453,0.438273150013633,1.18836052466077,-0.517156422199164,"Bachelor's Degree",0.254538303516276,-0.388164222829151,0.379542966731168,2.65240635430453,0.246116448844881,2.67442317072368,-0.502698926212679,0.5231377140405,-1.15016269006451,-0.426085014183104,1.19103266555685,NA,0.241905988906063,1.8918932283614,-1.07749544680661,1.14124019093447,2.42076085320274,0.562384517577205,1.08652546240644
"Yes","Travel_Frequently","25 - 34","Ex-Employees","R&D","Life Sciences","STAFF-33","Female","Research Scientist","Single","Yes",1.70691880867525,-0.538982837391885,-2.28012993234941,0.799273884428931,0.839718370427882,"High School",-0.660305965845401,0.300492648362567,-2.43117824785229,-0.961159299845294,-1.56737317422267,-0.548843460456893,-1.3532443012106,-0.67781872475107,1.85535293668778,2.34535290992823,-0.658748653374549,NA,-0.931697323608499,-0.164455435211784,0.337981145513064,0.488341541129578,-0.615282193123816,1.18303409778628,0.806267096072439
"No","Travel_Rarely","35 - 44","Current Employees","Sales","Marketing","STAFF-35","Male","Sales Executive","Married","No",-0.619978238081428,0.55566315731117,0.438273150013633,-0.276290458632325,-0.147099660573606,"Master's Degree",0.254538303516276,-0.880061987966093,0.379542966731168,-0.0577678863078374,-0.660628362688892,0.068409444334589,0.963768306068185,-1.07813753768159,-1.15016269006451,-0.426085014183104,1.19103266555685,NA,0.241905988906063,-0.164455435211784,0.337981145513064,0.325116878678354,0.764737373388253,0.562384517577205,-0.59502473559756
"No","Travel_Rarely","35 - 44","Current Employees","R&D","Medical","STAFF-36","Female","Healthcare Representative","Married","No",0.931286459756357,0.774592356251781,0.438273150013633,-0.806637853598014,-0.270451914448792,"Master's Degree",-1.57515023520708,-1.17520064704826,-1.02581764056056,0.84562352722962,1.15286126037865,0.795476441272388,-1.71670001398227,0.122818901109977,-0.330476610041161,-0.426085014183104,1.19103266555685,NA,0.241905988906063,1.63484964541475,0.337981145513064,2.44703749054425,0.488733460085839,0.872709307681744,3.60885075941244
"No","Travel_Rarely","45 - 54","Current Employees","Sales","Marketing","STAFF-38","Female","Manager","Single","No",-0.619978238081428,0.993521555192392,0.438273150013633,-0.241594834662608,-0.887213183824723,"Master's Degree",-0.660305965845401,0.841580190013203,0.379542966731168,2.65240635430453,-1.56737317422267,2.64319943465887,1.19544146817119,0.122818901109977,-0.876933996723397,-0.426085014183104,1.19103266555685,NA,-0.931697323608499,1.3778060624681,-1.07749544680661,-0.817455758480207,-0.615282193123816,-0.0582650626318726,-0.87528310193156
"No","Travel_Rarely","25 - 34","Current Employees","R&D","Medical","STAFF-39","Male","Laboratory Technician","Single","No",0.155654110837465,-0.42951823792158,0.438273150013633,0.301143854577981,-0.887213183824723,"Bachelor's Degree",0.254538303516276,0.595631307444733,0.379542966731168,-0.961159299845294,1.15286126037865,-0.851097721818999,-1.07380347681832,0.5231377140405,-1.15016269006451,-0.426085014183104,1.19103266555685,NA,-0.931697323608499,-0.550020809631756,0.337981145513064,-0.98068042093143,-0.89128610642623,-0.67891464284095,-1.15554146826556
"No","Travel_Rarely","35 - 44","Current Employees","R&D","Other","STAFF-40","Male","Healthcare Representative","Married","Yes",1.70691880867525,0.774592356251781,0.438273150013633,1.6270123419922,0.099604847176766,"Master's Degree",1.16938257287795,-1.22439042356195,0.379542966731168,-0.0577678863078374,1.15286126037865,-0.00805684806903579,0.675476414839949,-0.277499911820546,-0.603705303382279,-0.426085014183104,1.19103266555685,NA,-0.931697323608499,-0.292977226685108,1.75345773783274,-0.491006433577761,-0.615282193123816,-0.368589852736411,-0.314766369263561
"No","Travel_Rarely","25 - 34","Current Employees","R&D","Medical","STAFF-41","Male","Laboratory Technician","Single","No",1.70691880867525,-0.757912036332496,0.438273150013633,-1.67898497055092,-0.0237474066984201,"Associates Degree",1.16938257287795,0.841580190013203,-1.02581764056056,-0.961159299845294,0.246116448844881,-0.912695568477475,0.253435069201731,-0.67781872475107,-0.603705303382279,-0.426085014183104,-1.58363931284025,NA,-0.931697323608499,-0.164455435211784,0.337981145513064,0.488341541129578,-1.16729001972864,-0.368589852736411,1.08652546240644
"Yes","Travel_Rarely","35 - 44","Ex-Employees","Sales","Technical Degree","STAFF-42","Male","Sales Representative","Married","No",2.48255115759414,0.227269358900253,-2.28012993234941,0.229274347783565,-0.517156422199164,"Bachelor's Degree",1.16938257287795,-0.48654377585654,0.379542966731168,-0.0577678863078374,1.15286126037865,-0.938184332612016,-1.5423480466264,0.122818901109977,-0.330476610041161,-0.426085014183104,0.26614200609115,NA,0.241905988906063,0.992240688048132,1.75345773783274,-0.98068042093143,-1.16729001972864,-0.67891464284095,-1.15554146826556
"Yes","Travel_Rarely","Under 25","Ex-Employees","R&D","Medical","STAFF-45","Male","Research Scientist","Married","Yes",-0.619978238081428,-1.41469963315433,-2.28012993234941,0.0260571216752168,-1.01056543769991,"Bachelor's Degree",-0.660305965845401,-0.240594893288069,0.379542966731168,-0.961159299845294,1.15286126037865,-0.894216214479932,-1.58660338080617,-0.277499911820546,0.215980776641074,-0.426085014183104,-1.58363931284025,NA,0.241905988906063,-0.67854260110508,-1.07749544680661,-0.817455758480207,-1.16729001972864,-0.0582650626318726,-1.15554146826556
"No","Travel_Rarely","35 - 44","Current Employees","R&D","Medical","STAFF-46","Female","Research Scientist","Divorced","No",0.155654110837465,0.665127756781475,0.438273150013633,1.16605619496595,-0.887213183824723,"Associates Degree",1.16938257287795,0.300492648362567,1.7849035740229,-0.961159299845294,0.246116448844881,-0.81944917301861,1.06913814935336,-0.67781872475107,-0.876933996723397,-0.426085014183104,1.19103266555685,NA,1.41550930142062,-0.67854260110508,-1.07749544680661,-0.327781771126538,-0.339278279821402,-0.368589852736411,-0.0345080029295606
"Yes","Travel_Rarely","45 - 54","Ex-Employees","Sales","Marketing","STAFF-47","Male","Sales Representative","Married","Yes",-0.619978238081428,1.43137995307361,-2.28012993234941,0.164839617554089,-0.763860929949537,"Associates Degree",-1.57515023520708,0.989149519554286,-1.02581764056056,-0.961159299845294,0.246116448844881,-0.811377731042672,-1.47561381254579,-0.67781872475107,-0.330476610041161,-0.426085014183104,0.26614200609115,NA,-0.931697323608499,-1.06410797552505,0.337981145513064,-0.654231096028984,-0.615282193123816,-0.67891464284095,-0.59502473559756
"No","Travel_Rarely","35 - 44","Current Employees","Sales","Marketing","STAFF-49","Female","Sales Representative","Married","No",0.155654110837465,-0.210589038980969,0.438273150013633,0.216883053508666,-0.887213183824723,"Bachelor's Degree",1.16938257287795,1.53023706120492,0.379542966731168,-0.961159299845294,1.15286126037865,-0.953477591092741,-0.649935720563162,-0.67781872475107,-0.603705303382279,-0.426085014183104,-1.58363931284025,NA,-0.931697323608499,-1.19262976699838,0.337981145513064,-0.817455758480207,-0.615282193123816,-0.0582650626318726,-0.59502473559756
"No","Travel_Rarely","35 - 44","Current Employees","R&D","Life Sciences","STAFF-51","Female","Research Scientist","Married","Yes",0.155654110837465,-0.101124439510663,0.438273150013633,0.122709217019431,-0.517156422199164,"Master's Degree",-0.660305965845401,0.792390413499509,-1.02581764056056,-0.961159299845294,-1.56737317422267,-0.655046644350817,-0.174366494536076,2.52473177869312,-0.330476610041161,-0.426085014183104,1.19103266555685,NA,0.241905988906063,-0.67854260110508,1.75345773783274,-0.98068042093143,-0.89128610642623,-0.67891464284095,-1.15554146826556
"No","Travel_Frequently","25 - 34","Current Employees","Sales","Life Sciences","STAFF-52","Female","Sales Executive","Married","No",0.155654110837465,-0.42951823792158,0.438273150013633,0.838926026108609,-1.01056543769991,"Bachelor's Degree",0.254538303516276,-1.17520064704826,1.7849035740229,-0.0577678863078374,-1.56737317422267,-0.239367382590001,-1.56229807028839,-0.277499911820546,1.03566685666443,-0.426085014183104,-1.58363931284025,NA,1.41550930142062,-0.164455435211784,0.337981145513064,-0.327781771126538,-0.339278279821402,-0.368589852736411,-0.314766369263561
"No","Travel_Rarely","35 - 44","Current Employees","R&D","Other","STAFF-53","Male","Laboratory Technician","Divorced","No",0.155654110837465,-0.210589038980969,0.438273150013633,-0.838855218712752,-0.640508676074351,"Associates Degree",0.254538303516276,0.44806197790365,0.379542966731168,-0.961159299845294,1.15286126037865,-0.966859192263375,-0.478112629446138,-0.67781872475107,-0.876933996723397,-0.426085014183104,0.26614200609115,NA,0.241905988906063,-1.3211515584717,0.337981145513064,-0.98068042093143,-1.16729001972864,-0.67891464284095,-1.15554146826556
"No","Travel_Rarely","25 - 34","Current Employees","R&D","Life Sciences","STAFF-54","Female","Laboratory Technician","Divorced","No",2.48255115759414,-1.08630583474341,0.438273150013633,1.08427365275161,-0.887213183824723,"Master's Degree",1.16938257287795,-1.61790863567151,0.379542966731168,-0.961159299845294,-1.56737317422267,-0.884020708826115,0.758929330721807,-0.67781872475107,-0.603705303382279,-0.426085014183104,1.19103266555685,NA,0.241905988906063,-1.3211515584717,0.337981145513064,-0.98068042093143,-1.16729001972864,-0.67891464284095,-1.15554146826556
"Yes","Travel_Rarely","25 - 34","Ex-Employees","R&D","Life Sciences","STAFF-55","Male","Laboratory Technician","Single","No",-0.619978238081428,-1.19577043421372,-2.28012993234941,1.37422993878426,1.94988865530456,"Bachelor's Degree",-1.57515023520708,-0.880061987966093,-2.43117824785229,-0.961159299845294,0.246116448844881,-0.894216214479932,-0.52756620922798,-0.67781872475107,-0.876933996723397,-0.426085014183104,0.26614200609115,NA,-0.931697323608499,-1.3211515584717,-1.07749544680661,-0.98068042093143,-1.16729001972864,-0.67891464284095,-0.87528310193156
"No","Travel_Frequently","25 - 34","Current Employees","Sales","Life Sciences","STAFF-56","Male","Sales Executive","Single","No",-2.17124293591921,-1.08630583474341,0.438273150013633,0.47462197442657,-0.147099660573606,"Bachelor's Degree",1.16938257287795,-1.42114952961673,0.379542966731168,0.84562352722962,0.246116448844881,0.472193949499285,-1.59292557140328,-0.67781872475107,-0.0572479167000435,-0.426085014183104,1.19103266555685,NA,-0.931697323608499,-0.292977226685108,0.337981145513064,0.325116878678354,1.04074128669067,-0.368589852736411,0.806267096072439
"No","Travel_Frequently","25 - 34","Current Employees","R&D","Medical","STAFF-57","Female","Laboratory Technician","Single","No",-0.619978238081428,-0.757912036332496,0.438273150013633,-0.20194269298293,-1.01056543769991,"Associates Degree",0.254538303516276,-0.388164222829151,0.379542966731168,-0.0577678863078374,1.15286126037865,-0.529302074620411,-0.496236242491188,-0.67781872475107,2.1285816300289,2.34535290992823,1.19103266555685,NA,-0.931697323608499,0.092588147734864,0.337981145513064,0.814790866032024,1.04074128669067,0.252059727472666,0.806267096072439
"Yes","Travel_Rarely","35 - 44","Ex-Employees","R&D","Technical Degree","STAFF-58","Female","Research Director","Married","No",-2.17124293591921,0.446198557840864,-2.28012993234941,1.3816647153492,0.346309354927138,"Bachelor's Degree",-0.660305965845401,-0.830872211452399,0.379542966731168,2.65240635430453,0.246116448844881,2.770218442596,0.276335448475709,-0.67781872475107,-0.876933996723397,-0.426085014183104,1.19103266555685,NA,-0.931697323608499,1.50632785394143,0.337981145513064,2.44703749054425,2.97276867980756,3.97595720872713,1.08652546240644
"No","Non-Travel","25 - 34","Current Employees","Sales","Marketing","STAFF-60","Male","Sales Executive","Single","No",-0.619978238081428,-0.320053638451274,0.438273150013633,0.65057835313014,1.70318414755419,"Master's Degree",-0.660305965845401,0.300492648362567,0.379542966731168,-0.0577678863078374,0.246116448844881,-0.410991727762581,-0.601184606403222,-1.07813753768159,1.30889555000555,2.34535290992823,0.26614200609115,NA,-0.931697323608499,-0.164455435211784,0.337981145513064,0.325116878678354,0.212729546783425,1.80368367799536,0.806267096072439
"No","Travel_Rarely","35 - 44","Current Employees","R&D","Life Sciences","STAFF-61","Male","Research Scientist","Married","No",-1.39561058700032,0.0083401599596423,0.438273150013633,-0.977637714591624,1.20977513205344,"Associates Degree",-0.660305965845401,0.349682424876262,0.379542966731168,-0.961159299845294,-0.660628362688892,-0.739371972362592,-0.574069433397837,0.5231377140405,1.58212424334666,2.34535290992823,-1.58363931284025,NA,-0.931697323608499,-0.421499018158432,0.337981145513064,-0.98068042093143,-1.16729001972864,-0.67891464284095,-1.15554146826556
"No","Travel_Frequently","45 - 54","Current Employees","Sales","Marketing","STAFF-62","Male","Sales Executive","Single","Yes",0.931286459756357,0.993521555192392,0.438273150013633,1.0124041459572,-0.517156422199164,"Master's Degree",-1.57515023520708,1.57942683771862,0.379542966731168,-0.0577678863078374,1.15286126037865,-0.155254460946014,0.861489311519376,0.5231377140405,1.58212424334666,2.34535290992823,0.26614200609115,NA,-0.931697323608499,0.349631730681512,0.337981145513064,0.325116878678354,0.488733460085839,-0.67891464284095,1.08652546240644
"No","Travel_Rarely","35 - 44","Current Employees","R&D","Life Sciences","STAFF-63","Male","Laboratory Technician","Married","No",-0.619978238081428,-0.210589038980969,0.438273150013633,1.05701280534684,-0.147099660573606,"High School",1.16938257287795,-1.47033930613042,1.7849035740229,-0.961159299845294,1.15286126037865,-0.89931396730684,-1.32360025196638,-0.67781872475107,1.03566685666443,-0.426085014183104,1.19103266555685,NA,-0.931697323608499,-1.3211515584717,0.337981145513064,-0.98068042093143,-1.16729001972864,-0.67891464284095,-0.87528310193156
